date,site_name,sensor_id,avg_corr,peak_std,critical_value,daily_peak,peak_ratio,spread,total_count,label
20251022,고흥현장,15091923,0.903,0.5,13.0,18.0,69.86,51.0,720.0,1
20251022,고흥현장,15092261,0.953,0.58,0.0,3.0,96.81,10.0,720.0,0
20251022,고흥현장,15092377,0.933,0.37,0.0,0.0,70.14,10.0,720.0,0
20251022,고흥현장,16083218,0.947,1.11,0.0,1.0,87.36,10.0,720.0,0
20251022,고흥현장,16083281,0.972,0.47,0.0,4.0,80.28,23.0,720.0,0
20251022,고흥현장,16083358,0.93,1.37,0.0,4.0,86.81,10.0,720.0,0
20251022,고흥현장,16083361,0.914,0.9,0.0,3.0,86.81,15.0,720.0,0
20251022,고흥현장,16083436,0.962,0.0,0.0,0.0,83.75,11.0,720.0,0
20251022,고흥현장,16083453,0.895,0.69,15.0,26.0,61.11,37.0,720.0,0
20251022,고흥현장,16083469,0.99,0.0,0.0,0.0,91.53,9.0,720.0,0
20251022,고흥현장,16113723,0.765,1.11,17.0,22.0,87.5,36.0,720.0,0
20251022,고흥현장,16113851,0.895,1.21,32.0,37.0,89.31,34.0,720.0,1
20251022,충남통합팀,15091755,0.852,1.53,12.0,24.0,60.28,44.0,720.0,0
20251022,충남통합팀,15091934,0.84,2.22,20.0,32.0,51.53,45.0,720.0,0
20251022,충남통합팀,16083007,0.881,2.27,16.0,22.0,76.11,27.0,720.0,1
20251022,충남통합팀,16113727,0.718,5.15,21.0,40.0,45.69,49.0,720.0,0
20251022,충남통합팀,19090734,0.835,1.26,17.0,28.0,62.5,29.0,720.0,0
20251023,고흥현장,15018654,0.885,1.61,0.0,0.0,57.08,28.0,720.0,0
20251023,고흥현장,15019146,0.866,0.94,28.0,38.0,70.97,45.0,720.0,0
20251023,고흥현장,15019179,0.825,2.36,23.0,33.0,55.28,36.0,720.0,0
20251023,고흥현장,15019366,0.895,2.21,0.0,3.0,65.83,22.0,720.0,0
20251023,고흥현장,15019480,0.864,1.8,0.0,2.0,54.03,24.0,720.0,0
20251023,고흥현장,15091923,0.75,4.56,9.0,17.0,50.97,43.0,720.0,0
20251023,고흥현장,15092261,0.898,1.0,0.0,4.0,83.19,20.0,720.0,0
20251023,고흥현장,15092377,0.863,1.26,0.0,4.0,66.94,31.0,720.0,0
20251023,고흥현장,16083218,0.925,1.26,0.0,2.0,76.53,22.0,720.0,0
20251023,고흥현장,16083281,0.881,0.47,0.0,5.0,68.47,29.0,720.0,0
20251023,고흥현장,16083361,0.847,1.91,0.0,5.0,66.94,29.0,720.0,0
20251023,고흥현장,16083436,0.953,0.0,0.0,0.0,77.36,24.0,720.0,0
20251023,고흥현장,16083453,0.88,1.11,14.0,26.0,59.86,44.0,720.0,0
20251023,고흥현장,16083469,0.895,0.37,0.0,0.0,62.5,29.0,720.0,0
20251023,고흥현장,16113723,0.897,0.5,17.0,21.0,75.14,35.0,720.0,1
20251023,고흥현장,16113851,0.939,1.15,34.0,38.0,93.75,29.0,720.0,2
20251023,충남통합팀,15018652,0.855,1.83,12.0,23.0,65.42,28.0,720.0,0
20251023,충남통합팀,15091755,0.837,1.07,13.0,25.0,57.78,46.0,720.0,0
20251023,충남통합팀,15091934,0.886,1.15,21.0,31.0,55.14,40.0,720.0,0
20251023,충남통합팀,16083007,0.809,3.04,17.0,21.0,71.67,24.0,720.0,0
20251023,충남통합팀,16113727,0.814,1.25,18.0,37.0,45.69,49.0,720.0,0
20251023,충남통합팀,19090734,0.92,1.7,17.0,24.0,72.08,24.0,720.0,1
20251024,고흥현장,15018654,0.952,0.75,0.0,0.0,83.19,16.0,720.0,0
20251024,고흥현장,15019146,0.879,1.0,27.0,36.0,70.83,42.0,720.0,1
20251024,고흥현장,15019179,0.894,1.49,18.0,28.0,67.36,19.0,720.0,1
20251024,고흥현장,15019366,0.93,0.69,0.0,2.0,84.44,15.0,720.0,0
20251024,고흥현장,15019480,0.937,0.94,0.0,2.0,87.5,17.0,720.0,0
20251024,고흥현장,15091923,0.87,0.75,13.0,19.0,72.78,41.0,720.0,0
20251024,고흥현장,15091925,0.943,0.5,29.0,30.0,93.75,35.0,720.0,2
20251024,고흥현장,15092261,0.949,0.75,0.0,2.0,91.81,15.0,720.0,0
20251024,고흥현장,15092377,0.972,0.9,0.0,2.0,85.69,16.0,720.0,0
20251024,고흥현장,16083218,0.953,0.37,0.0,0.0,79.31,13.0,720.0,0
20251024,고흥현장,16083281,0.936,0.75,0.0,3.0,80.83,17.0,720.0,0
20251024,고흥현장,16083361,0.952,0.69,0.0,2.0,77.22,19.0,720.0,0
20251024,고흥현장,16083436,0.995,0.0,0.0,0.0,96.81,10.0,720.0,0
20251024,고흥현장,16083453,0.883,1.67,14.0,26.0,56.94,38.0,720.0,0
20251024,고흥현장,16083469,0.987,0.0,0.0,0.0,91.39,13.0,720.0,0
20251024,고흥현장,16113723,0.858,0.94,16.0,21.0,80.83,42.0,720.0,0
20251024,고흥현장,16113851,0.902,0.82,32.0,38.0,92.78,30.0,720.0,1
20251024,충남통합팀,13036936,0.776,2.58,11.0,22.0,51.81,41.0,720.0,0
20251024,충남통합팀,15018592,0.854,3.29,9.0,21.0,61.67,31.0,720.0,0
20251024,충남통합팀,15018652,0.939,0.75,10.0,21.0,77.08,17.0,720.0,1
20251024,충남통합팀,15050020,0.892,1.6,7.0,20.0,59.31,28.0,720.0,0
20251024,충남통합팀,15050075,0.942,0.69,22.0,30.0,76.53,43.0,720.0,1
20251024,충남통합팀,15091755,0.896,1.25,18.0,28.0,68.47,27.0,720.0,1
20251024,충남통합팀,15091934,0.72,4.39,6.0,14.0,58.89,37.0,720.0,0
20251024,충남통합팀,16082585,0.824,2.19,12.0,24.0,50.56,61.0,720.0,0
20251024,충남통합팀,16083007,0.884,0.47,33.0,47.0,98.89,17.0,720.0,1
20251024,충남통합팀,16113727,0.851,1.21,21.0,31.0,53.19,41.0,720.0,0
20251024,충남통합팀,19090734,0.873,0.94,18.0,23.0,65.0,28.0,720.0,0
20251024,포항시,16082601,0.912,1.8,22.0,31.0,69.31,24.0,720.0,1
20251025,test,13037695,0.921,0.47,24.0,27.0,96.11,20.0,720.0,1
20251025,test,15019401,0.902,0.9,17.0,29.0,65.14,46.0,720.0,0
20251025,test,16082883,0.677,2.24,15.0,26.0,49.31,42.0,720.0,0
20251025,고흥현장,15018654,0.923,1.73,0.0,2.0,71.39,28.0,720.0,0
20251025,고흥현장,15019146,0.907,0.96,27.0,36.0,73.89,41.0,720.0,1
20251025,고흥현장,15019179,0.858,1.49,18.0,28.0,68.19,36.0,720.0,0
20251025,고흥현장,15019366,0.807,2.06,0.0,4.0,64.44,33.0,720.0,0
20251025,고흥현장,15019480,0.743,3.93,0.0,5.0,52.08,40.0,720.0,0
20251025,고흥현장,15091923,0.883,0.69,14.0,19.0,70.42,49.0,720.0,1
20251025,고흥현장,15091925,0.963,0.37,29.0,31.0,93.33,35.0,720.0,2
20251025,고흥현장,15092261,0.898,1.46,0.0,4.0,85.28,28.0,720.0,0
20251025,고흥현장,15092377,0.866,2.03,0.0,2.0,48.33,34.0,720.0,0
20251025,고흥현장,16083218,0.821,1.15,0.0,2.0,56.25,39.0,720.0,0
20251025,고흥현장,16083281,0.864,2.14,1.0,7.0,65.28,37.0,720.0,0
20251025,고흥현장,16083361,0.83,2.5,0.0,7.0,60.56,40.0,720.0,0
20251025,고흥현장,16083436,0.977,0.0,0.0,0.0,85.0,23.0,720.0,0
20251025,고흥현장,16083453,0.886,1.89,12.0,24.0,55.14,43.0,720.0,0
20251025,고흥현장,16083469,0.876,0.0,0.0,0.0,54.31,34.0,720.0,0
20251025,고흥현장,16113723,0.852,1.53,18.0,24.0,80.14,36.0,720.0,0
20251025,고흥현장,16113851,0.935,1.07,33.0,39.0,88.47,27.0,720.0,2
20251025,용인시,15019256,0.88,1.25,22.0,31.0,60.42,25.0,720.0,0
20251025,용인시,15092434,0.879,1.37,14.0,22.0,63.89,47.0,720.0,0
20251025,원주시,15091961,0.72,4.03,8.0,25.0,44.31,36.0,720.0,0
20251025,임대,15092099,0.903,1.21,15.0,27.0,69.44,36.0,720.0,1
20251025,충남통합팀,13036936,0.919,2.45,25.0,39.0,65.56,26.0,720.0,0
20251025,충남통합팀,15018592,0.854,2.21,11.0,22.0,55.83,26.0,720.0,0
20251025,충남통합팀,15018652,0.901,1.61,13.0,21.0,73.89,41.0,720.0,1
20251025,충남통합팀,15019325,0.862,0.94,12.0,23.0,68.75,22.0,720.0,0
20251025,충남통합팀,15050020,0.9,1.8,8.0,19.0,66.67,54.0,720.0,0
20251025,충남통합팀,15050075,0.941,1.26,24.0,34.0,70.83,53.0,720.0,1
20251025,충남통합팀,15091755,0.899,1.8,21.0,35.0,58.19,37.0,720.0,0
20251025,충남통합팀,15091934,0.737,7.62,6.0,15.0,60.0,37.0,720.0,0
20251025,충남통합팀,16082545,0.855,1.34,16.0,26.0,54.86,37.0,720.0,0
20251025,충남통합팀,16082568,0.898,1.07,27.0,39.0,59.03,23.0,720.0,0
20251025,충남통합팀,16082585,0.705,5.68,15.0,23.0,50.14,56.0,720.0,0
20251025,충남통합팀,16082936,0.962,0.47,7.0,11.0,97.5,15.0,720.0,0
20251025,충남통합팀,16083007,0.813,0.5,31.0,49.0,96.94,25.0,720.0,0
20251025,충남통합팀,16083140,0.786,1.26,27.0,34.0,85.69,16.0,720.0,0
20251025,충남통합팀,16113727,0.849,2.56,21.0,33.0,52.22,47.0,720.0,0
20251025,충남통합팀,19090734,0.851,0.47,13.0,21.0,55.28,32.0,720.0,0
20251025,포항시,16082601,0.918,0.75,28.0,36.0,77.64,23.0,720.0,1
20251026,test,13037695,0.938,1.15,24.0,29.0,92.78,35.0,720.0,1
20251026,test,15019401,0.823,1.49,19.0,29.0,61.25,34.0,720.0,0
20251026,test,16082883,0.736,4.23,12.0,34.0,40.69,43.0,720.0,0
20251026,고흥현장,15018654,0.927,1.77,0.0,2.0,79.44,37.0,720.0,0
20251026,고흥현장,15019146,0.887,0.94,28.0,36.0,75.83,41.0,720.0,1
20251026,고흥현장,15019179,0.851,1.6,18.0,29.0,68.75,41.0,720.0,0
20251026,고흥현장,15019366,0.92,0.47,0.0,4.0,76.39,40.0,720.0,0
20251026,고흥현장,15019480,0.905,1.38,0.0,5.0,67.78,38.0,720.0,0
20251026,고흥현장,15091923,0.874,1.46,12.0,17.0,71.67,55.0,720.0,1
20251026,고흥현장,15091925,0.848,0.5,30.0,32.0,97.22,36.0,720.0,0
20251026,고흥현장,15092261,0.898,0.5,0.0,4.0,86.53,35.0,720.0,0
20251026,고흥현장,15092377,0.912,1.41,0.0,4.0,71.67,40.0,720.0,0
20251026,고흥현장,16083218,0.918,1.11,0.0,2.0,71.11,40.0,720.0,0
20251026,고흥현장,16083281,0.905,0.76,0.0,5.0,65.97,45.0,720.0,0
20251026,고흥현장,16083361,0.92,1.37,0.0,4.0,65.56,44.0,720.0,0
20251026,고흥현장,16083436,0.979,0.0,0.0,0.0,88.75,27.0,720.0,0
20251026,고흥현장,16083453,0.84,2.03,14.0,24.0,49.72,36.0,720.0,0
20251026,고흥현장,16083469,0.941,0.0,0.0,0.0,63.75,36.0,720.0,0
20251026,고흥현장,16113723,0.891,0.69,19.0,23.0,87.92,39.0,720.0,1
20251026,고흥현장,16113851,0.811,1.07,31.0,39.0,86.94,29.0,720.0,0
20251026,용인시,15092434,0.865,1.57,12.0,21.0,62.22,43.0,720.0,0
20251026,임대,15092099,0.936,1.26,18.0,29.0,73.89,26.0,720.0,1
20251026,충남통합팀,13036936,0.908,1.07,19.0,30.0,67.92,33.0,720.0,1
20251026,충남통합팀,15018592,0.835,2.14,10.0,23.0,63.33,27.0,720.0,0
20251026,충남통합팀,15018652,0.924,0.96,12.0,23.0,76.53,19.0,720.0,1
20251026,충남통합팀,15019256,0.808,5.7,13.0,32.0,35.97,30.0,720.0,0
20251026,충남통합팀,15019325,0.898,0.58,12.0,23.0,70.69,32.0,720.0,1
20251026,충남통합팀,15050020,0.892,1.34,8.0,19.0,68.47,19.0,720.0,1
20251026,충남통합팀,15050075,0.931,0.76,23.0,33.0,80.97,41.0,720.0,2
20251026,충남통합팀,15091755,0.854,1.12,23.0,39.0,55.14,44.0,720.0,0
20251026,충남통합팀,15091934,0.735,4.15,7.0,17.0,55.56,36.0,720.0,0
20251026,충남통합팀,15091961,0.858,2.03,5.0,17.0,63.19,38.0,720.0,0
20251026,충남통합팀,15092036,0.892,2.11,37.0,48.0,57.5,22.0,720.0,0
20251026,충남통합팀,16082545,0.786,4.45,16.0,32.0,49.03,35.0,720.0,0
20251026,충남통합팀,16082568,0.877,1.25,26.0,41.0,60.14,27.0,720.0,0
20251026,충남통합팀,16082585,0.502,5.34,15.0,25.0,40.56,45.0,720.0,0
20251026,충남통합팀,16082936,0.936,0.9,7.0,11.0,95.28,20.0,720.0,0
20251026,충남통합팀,16083007,0.869,0.37,25.0,48.0,96.11,25.0,720.0,0
20251026,충남통합팀,16083140,0.232,3.99,17.0,20.0,62.92,13.0,720.0,0
20251026,충남통합팀,16113727,0.861,1.83,24.0,34.0,59.44,24.0,720.0,0
20251026,충남통합팀,19090734,0.844,0.69,13.0,20.0,66.81,35.0,720.0,0
20251026,포항시,16082601,0.894,1.21,22.0,31.0,63.89,32.0,720.0,0
20251027,test,13037695,0.901,0.5,26.0,29.0,95.97,23.0,720.0,1
20251027,test,15019401,0.78,0.69,21.0,30.0,65.69,24.0,720.0,0
20251027,고흥현장,15018654,0.669,6.7,0.0,15.0,31.94,35.0,720.0,0
20251027,고흥현장,15019146,0.943,1.11,28.0,37.0,71.67,36.0,720.0,1
20251027,고흥현장,15019179,0.655,6.36,22.0,40.0,32.08,41.0,720.0,0
20251027,고흥현장,15019366,0.601,2.91,1.0,13.0,32.92,36.0,720.0,0
20251027,고흥현장,15019480,0.65,5.7,0.0,19.0,30.56,36.0,720.0,0
20251027,고흥현장,15091923,0.834,1.46,11.0,22.0,56.39,47.0,720.0,0
20251027,고흥현장,15091925,0.96,0.47,30.0,32.0,96.94,35.0,720.0,2
20251027,고흥현장,15092261,0.65,4.54,0.0,14.0,36.67,35.0,720.0,0
20251027,고흥현장,15092377,0.654,6.32,0.0,20.0,29.58,40.0,720.0,0
20251027,고흥현장,16083218,0.684,6.47,0.0,14.0,34.44,35.0,720.0,0
20251027,고흥현장,16083281,0.655,7.01,1.0,21.0,30.14,40.0,720.0,0
20251027,고흥현장,16083361,0.619,5.69,0.0,23.0,29.72,45.0,720.0,0
20251027,고흥현장,16083436,0.64,4.92,0.0,0.0,17.08,33.0,720.0,0
20251027,고흥현장,16083453,0.869,2.0,14.0,23.0,51.81,34.0,720.0,0
20251027,고흥현장,16083469,0.689,5.59,0.0,12.0,29.86,35.0,720.0,0
20251027,고흥현장,16113723,0.872,0.9,22.0,26.0,90.83,35.0,720.0,1
20251027,고흥현장,16113851,0.95,1.25,32.0,38.0,92.92,32.0,720.0,2
20251027,용인시,15092434,0.818,1.97,13.0,23.0,59.17,31.0,720.0,0
20251027,임대,15092099,0.92,1.25,14.0,25.0,63.89,32.0,720.0,0
20251027,충남통합팀,13036936,0.884,1.38,19.0,30.0,63.89,26.0,720.0,0
20251027,충남통합팀,15018592,0.815,2.29,21.0,37.0,54.17,28.0,720.0,0
20251027,충남통합팀,15018652,0.91,0.82,14.0,25.0,65.56,25.0,720.0,0
20251027,충남통합팀,15019256,0.831,4.27,11.0,21.0,56.11,33.0,720.0,0
20251027,충남통합팀,15019325,0.882,0.5,9.0,21.0,66.67,29.0,720.0,0
20251027,충남통합팀,15050020,0.868,1.67,18.0,31.0,48.75,27.0,720.0,0
20251027,충남통합팀,15050075,0.912,0.69,25.0,34.0,78.75,26.0,720.0,1
20251027,충남통합팀,15091755,0.747,2.29,22.0,37.0,46.39,42.0,720.0,0
20251027,충남통합팀,15091934,0.682,3.53,6.0,15.0,50.28,37.0,720.0,0
20251027,충남통합팀,15091961,0.806,2.27,7.0,20.0,60.28,39.0,720.0,0
20251027,충남통합팀,15092036,0.85,1.34,28.0,36.0,75.69,33.0,720.0,0
20251027,충남통합팀,16082545,0.875,0.82,14.0,23.0,59.03,30.0,720.0,0
20251027,충남통합팀,16082568,0.879,0.94,28.0,40.0,61.81,27.0,720.0,0
20251027,충남통합팀,16082585,0.875,2.92,22.0,31.0,48.61,51.0,720.0,0
20251027,충남통합팀,16082883,0.778,3.76,15.0,32.0,38.75,50.0,720.0,0
20251027,충남통합팀,16082936,0.756,4.6,11.0,26.0,72.92,18.0,720.0,0
20251027,충남통합팀,16083007,0.892,0.37,14.0,43.0,89.44,31.0,720.0,1
20251027,충남통합팀,16083140,0.105,6.26,9.0,20.0,45.28,21.0,720.0,0
20251027,충남통합팀,16113727,0.869,0.94,19.0,27.0,62.64,37.0,720.0,0
20251027,충남통합팀,19090734,0.908,1.21,12.0,19.0,66.94,30.0,720.0,1
20251027,포항시,16082601,0.915,1.67,20.0,31.0,70.69,49.0,720.0,1
20251028,test,13037695,0.933,0.37,23.0,28.0,95.42,41.0,720.0,1
20251028,test,15019401,0.835,1.89,20.0,32.0,61.11,33.0,720.0,0
20251028,고흥현장,15018654,0.927,1.34,0.0,1.0,71.81,25.0,720.0,0
20251028,고흥현장,15019146,0.934,0.69,27.0,36.0,74.58,37.0,720.0,1
20251028,고흥현장,15019179,0.849,0.69,17.0,27.0,65.69,25.0,720.0,0
20251028,고흥현장,15019366,0.934,0.9,0.0,3.0,77.08,31.0,720.0,0
20251028,고흥현장,15019480,0.894,0.94,0.0,2.0,68.06,25.0,720.0,0
20251028,고흥현장,15091923,0.708,6.31,9.0,27.0,47.78,64.0,720.0,0
20251028,고흥현장,15091925,0.949,0.37,28.0,30.0,95.83,29.0,720.0,2
20251028,고흥현장,15092261,0.915,0.9,0.0,3.0,89.86,27.0,720.0,0
20251028,고흥현장,15092377,0.86,1.37,0.0,3.0,70.69,35.0,720.0,0
20251028,고흥현장,16083218,0.959,1.21,0.0,2.0,81.11,34.0,720.0,0
20251028,고흥현장,16083281,0.9,1.49,0.0,5.0,70.28,36.0,720.0,0
20251028,고흥현장,16083361,0.901,1.34,0.0,3.0,60.69,38.0,720.0,0
20251028,고흥현장,16083436,0.987,0.0,0.0,0.0,92.36,17.0,720.0,0
20251028,고흥현장,16083453,0.865,1.57,17.0,28.0,57.78,37.0,720.0,0
20251028,고흥현장,16083469,0.941,0.0,0.0,0.0,72.5,28.0,720.0,0
20251028,고흥현장,16113723,0.978,0.47,17.0,22.0,95.14,33.0,720.0,1
20251028,고흥현장,16113851,0.931,0.76,32.0,38.0,90.28,39.0,720.0,2
20251028,용인시,15092434,0.804,1.49,11.0,20.0,57.36,40.0,720.0,0
20251028,임대,15092099,0.911,1.25,15.0,24.0,62.08,34.0,720.0,0
20251028,충남통합팀,13036936,0.562,6.72,10.0,33.0,29.03,67.0,720.0,0
20251028,충남통합팀,15018592,0.837,2.11,9.0,22.0,58.33,27.0,720.0,0
20251028,충남통합팀,15018652,0.936,0.75,12.0,23.0,74.58,23.0,720.0,1
20251028,충남통합팀,15019256,0.819,6.67,11.0,22.0,53.75,29.0,720.0,0
20251028,충남통합팀,15019325,0.884,0.75,11.0,20.0,68.75,35.0,720.0,1
20251028,충남통합팀,15050020,0.748,4.22,10.0,26.0,51.67,34.0,720.0,0
20251028,충남통합팀,15050075,0.891,1.07,29.0,38.0,76.25,34.0,720.0,1
20251028,충남통합팀,15091755,0.839,1.34,18.0,30.0,56.94,38.0,720.0,0
20251028,충남통합팀,15091934,0.73,5.49,5.0,12.0,48.19,40.0,720.0,0
20251028,충남통합팀,15091961,0.775,1.07,13.0,26.0,59.03,33.0,720.0,0
20251028,충남통합팀,15092036,0.858,1.37,31.0,40.0,78.33,21.0,720.0,0
20251028,충남통합팀,16082545,0.546,2.67,16.0,33.0,35.69,41.0,720.0,0
20251028,충남통합팀,16082568,0.904,1.07,26.0,42.0,61.11,24.0,720.0,0
20251028,충남통합팀,16082585,0.806,2.05,16.0,28.0,56.81,44.0,720.0,0
20251028,충남통합팀,16082883,0.77,3.4,14.0,26.0,50.0,49.0,720.0,0
20251028,충남통합팀,16082936,0.934,0.47,5.0,9.0,82.22,39.0,720.0,0
20251028,충남통합팀,16083007,0.638,14.76,0.0,41.0,79.03,46.0,720.0,0
20251028,충남통합팀,16083140,0.238,2.38,20.0,23.0,72.36,10.0,720.0,0
20251028,충남통합팀,16113727,0.83,2.08,18.0,28.0,55.83,35.0,720.0,0
20251028,충남통합팀,19090734,0.842,0.96,16.0,21.0,58.06,31.0,720.0,0
20251028,포항시,16082601,0.814,2.21,17.0,29.0,61.11,42.0,720.0,0
20251029,고흥현장,13037668,0.835,2.21,0.0,6.0,63.89,32.0,720.0,0
20251029,고흥현장,15018654,0.958,1.0,0.0,2.0,90.0,20.0,720.0,0
20251029,고흥현장,15019146,0.937,0.94,0.0,2.0,91.53,26.0,720.0,0
20251029,고흥현장,15019179,0.939,0.82,0.0,1.0,90.69,22.0,720.0,0
20251029,고흥현장,15019366,0.957,0.47,0.0,2.0,90.56,21.0,720.0,0
20251029,고흥현장,15019480,0.946,0.75,0.0,0.0,76.39,26.0,720.0,0
20251029,고흥현장,15091923,0.957,0.0,0.0,0.0,84.86,17.0,720.0,0
20251029,고흥현장,15092261,0.764,2.48,0.0,10.0,50.42,34.0,720.0,0
20251029,고흥현장,15092377,0.885,0.0,0.0,0.0,79.72,17.0,720.0,0
20251029,고흥현장,16083218,0.955,0.0,0.0,0.0,74.58,24.0,720.0,0
20251029,고흥현장,16083281,0.948,0.0,0.0,0.0,74.44,19.0,720.0,0
20251029,고흥현장,16083358,0.987,0.0,0.0,0.0,95.83,15.0,720.0,0
20251029,고흥현장,16083361,0.82,1.07,1.0,8.0,62.64,27.0,720.0,0
20251029,고흥현장,16083436,0.942,0.0,0.0,0.0,68.19,26.0,720.0,0
20251029,고흥현장,16083453,0.928,0.69,0.0,3.0,83.06,26.0,720.0,0
20251029,고흥현장,16083469,0.984,0.0,0.0,0.0,92.22,17.0,720.0,0
20251029,고흥현장,16113723,0.967,0.47,0.0,0.0,84.58,23.0,720.0,0
20251029,고흥현장,16113851,0.994,0.0,0.0,0.0,95.97,19.0,720.0,0
20251029,충남통합팀,13036936,0.937,1.12,0.0,8.0,84.44,17.0,720.0,0
20251029,충남통합팀,15018652,0.911,0.82,0.0,7.0,81.94,22.0,720.0,0
20251029,충남통합팀,15050075,0.918,2.43,0.0,0.0,62.22,17.0,720.0,0
20251029,충남통합팀,15091755,0.878,1.7,24.0,37.0,53.89,34.0,720.0,0
20251029,충남통합팀,16082585,0.818,1.71,2.0,13.0,51.94,31.0,720.0,0
20251029,충남통합팀,16083007,0.946,0.0,0.0,0.0,91.81,29.0,720.0,0
20251029,충남통합팀,16113727,0.838,1.15,13.0,19.0,97.36,12.0,720.0,0
20251029,충남통합팀,19090734,0.795,2.69,2.0,10.0,73.75,32.0,720.0,0
20251030,test,13034718,0.487,19.71,3.0,8.0,52.36,47.0,720.0,0
20251030,test,15019194,0.509,11.97,10.0,18.0,37.78,38.0,720.0,0
20251030,가평군,15092391,0.598,9.84,1.0,6.0,55.69,34.0,720.0,0
20251030,가평군,20021023,0.497,18.87,2.0,45.0,30.56,44.0,720.0,0
20251030,고흥현장,13037668,0.821,1.97,1.0,7.0,64.44,31.0,720.0,0
20251030,고흥현장,15018654,0.902,0.75,0.0,1.0,78.75,33.0,720.0,0
20251030,고흥현장,15019146,0.944,0.75,0.0,2.0,91.94,28.0,720.0,0
20251030,고흥현장,15019179,0.952,0.69,0.0,1.0,88.61,29.0,720.0,0
20251030,고흥현장,15019366,0.947,0.47,0.0,2.0,83.47,35.0,720.0,0
20251030,고흥현장,15019480,0.917,0.37,0.0,0.0,59.17,29.0,720.0,0
20251030,고흥현장,15091923,0.97,0.0,0.0,0.0,82.92,37.0,720.0,0
20251030,고흥현장,15092261,0.863,1.0,0.0,8.0,60.14,45.0,720.0,0
20251030,고흥현장,15092377,0.976,0.0,0.0,0.0,90.0,32.0,720.0,0
20251030,고흥현장,16083218,0.934,0.75,0.0,0.0,69.03,33.0,720.0,0
20251030,고흥현장,16083281,0.925,0.75,0.0,0.0,68.75,24.0,720.0,0
20251030,고흥현장,16083358,0.994,0.0,0.0,0.0,95.83,21.0,720.0,0
20251030,고흥현장,16083361,0.865,1.63,0.0,4.0,64.72,36.0,720.0,0
20251030,고흥현장,16083436,0.918,0.75,0.0,0.0,59.31,38.0,720.0,0
20251030,고흥현장,16083453,0.924,1.41,0.0,1.0,78.89,33.0,720.0,0
20251030,고흥현장,16083469,0.979,0.0,0.0,0.0,88.75,18.0,720.0,0
20251030,고흥현장,16113723,0.991,0.0,0.0,0.0,94.44,13.0,720.0,0
20251030,고흥현장,16113851,0.993,0.0,0.0,0.0,95.97,22.0,720.0,0
20251030,남해현장,15092212,0.527,20.34,1.0,5.0,55.83,46.0,720.0,0
20251030,남해현장,16082955,0.703,9.03,4.0,9.0,66.25,31.0,720.0,0
20251030,남해현장,16113831,0.746,7.69,8.0,12.0,68.19,28.0,720.0,0
20251030,영암군,16083097,0.66,15.67,6.0,10.0,63.75,37.0,720.0,0
20251030,충남통합팀,15018592,0.972,0.58,50.0,54.0,98.61,25.0,720.0,2
20251030,충남통합팀,15050020,0.924,1.25,27.0,36.0,86.53,35.0,720.0,2
20251030,충남통합팀,15050026,0.921,1.53,1.0,6.0,72.78,36.0,720.0,0
20251030,충남통합팀,15050075,0.815,2.38,14.0,27.0,56.67,25.0,720.0,0
20251030,충남통합팀,15091755,0.833,0.9,21.0,34.0,71.94,31.0,720.0,0
20251030,충남통합팀,15091934,0.929,1.38,30.0,39.0,72.22,20.0,720.0,1
20251030,충남통합팀,15092398,0.991,0.0,0.0,0.0,89.31,11.0,720.0,0
20251030,충남통합팀,16082585,0.524,6.92,11.0,19.0,44.44,50.0,720.0,0
20251030,충남통합팀,16082601,0.892,0.96,17.0,22.0,69.72,34.0,720.0,1
20251030,충남통합팀,16083007,0.922,0.37,0.0,0.0,90.69,29.0,720.0,0
20251030,충남통합팀,16113727,0.934,0.37,12.0,20.0,84.31,40.0,720.0,1
20251030,충남통합팀,16113837,0.938,0.47,20.0,24.0,97.64,25.0,720.0,1
20251030,충남통합팀,19090734,0.944,0.75,9.0,15.0,88.61,24.0,720.0,0
20251030,포항시,13036931,0.612,13.26,2.0,6.0,55.28,36.0,720.0,0
20251031,test,13037695,0.927,0.47,8.0,17.0,77.92,30.0,720.0,1
20251031,test,15019194,0.6,4.22,7.0,32.0,36.67,68.0,720.0,0
20251031,고흥현장,13037668,0.891,1.6,0.0,8.0,67.78,33.0,720.0,0
20251031,고흥현장,15018654,0.918,1.77,0.0,2.0,81.53,26.0,720.0,0
20251031,고흥현장,15019146,0.934,0.75,0.0,2.0,90.97,22.0,720.0,0
20251031,고흥현장,15019179,0.896,0.94,0.0,5.0,85.97,26.0,720.0,0
20251031,고흥현장,15019366,0.937,0.94,0.0,2.0,83.47,31.0,720.0,0
20251031,고흥현장,15019480,0.903,1.38,0.0,0.0,59.86,27.0,720.0,0
20251031,고흥현장,15091923,0.961,0.0,0.0,0.0,81.53,26.0,720.0,0
20251031,고흥현장,15092261,0.833,1.49,1.0,12.0,56.39,40.0,720.0,0
20251031,고흥현장,15092377,0.974,0.0,0.0,0.0,84.86,24.0,720.0,0
20251031,고흥현장,16083218,0.934,0.75,0.0,0.0,60.14,26.0,720.0,0
20251031,고흥현장,16083281,0.89,1.98,0.0,2.0,61.67,37.0,720.0,0
20251031,고흥현장,16083358,0.995,0.0,0.0,0.0,95.14,16.0,720.0,0
20251031,고흥현장,16083361,0.916,0.82,0.0,5.0,75.56,29.0,720.0,0
